,season,episode,title,speaker
0,1,1,Pilot,Michael
1,1,1,Pilot,Jim
2,1,1,Pilot,Michael
3,1,1,Pilot,Jim
4,1,1,Pilot,Michael
5,1,1,Pilot,Michael
6,1,1,Pilot,Michael
7,1,1,Pilot,Pam
8,1,1,Pilot,Michael
9,1,1,Pilot,Pam
10,1,1,Pilot,Michael
11,1,1,Pilot,Pam
12,1,1,Pilot,Michael
13,1,1,Pilot,Pam
14,1,1,Pilot,Michael
15,1,1,Pilot,Michael
16,1,1,Pilot,Dwight
17,1,1,Pilot,Jim
18,1,1,Pilot,Michael
19,1,1,Pilot,Jim
20,1,1,Pilot,Michael
21,1,1,Pilot,Dwight
22,1,1,Pilot,Michael
23,1,1,Pilot,Dwight
24,1,1,Pilot,Michael
25,1,1,Pilot,Jim
26,1,1,Pilot,Michael
27,1,1,Pilot,Jim
28,1,1,Pilot,Michael
29,1,1,Pilot,Jan
30,1,1,Pilot,Michael
31,1,1,Pilot,Jan
32,1,1,Pilot,Michael
33,1,1,Pilot,Jan
34,1,1,Pilot,Michael
35,1,1,Pilot,Jan
36,1,1,Pilot,Michael
37,1,1,Pilot,Pam
38,1,1,Pilot,Michael
39,1,1,Pilot,Pam
40,1,1,Pilot,Michael
41,1,1,Pilot,Jan
42,1,1,Pilot,Michael
43,1,1,Pilot,Jan
44,1,1,Pilot,Michael
45,1,1,Pilot,Jan
46,1,1,Pilot,Michael
47,1,1,Pilot,Jan
48,1,1,Pilot,Michael
49,1,1,Pilot,Jan
50,1,1,Pilot,Michael
51,1,1,Pilot,Jan
52,1,1,Pilot,Michael
53,1,1,Pilot,Michael
54,1,1,Pilot,Jan
55,1,1,Pilot,Michael
56,1,1,Pilot,Todd Packer
57,1,1,Pilot,Michael
58,1,1,Pilot,Todd Packer
59,1,1,Pilot,Michael
60,1,1,Pilot,Todd Packer
61,1,1,Pilot,Michael
62,1,1,Pilot,Jan
63,1,1,Pilot,Michael
64,1,1,Pilot,Phyllis
65,1,1,Pilot,Stanley
66,1,1,Pilot,Oscar
67,1,1,Pilot,Angela
68,1,1,Pilot,Kevin
69,1,1,Pilot,Pam
70,1,1,Pilot,Jim
71,1,1,Pilot,Pam
72,1,1,Pilot,Jim
73,1,1,Pilot,Michael
74,1,1,Pilot,Michael
75,1,1,Pilot,Ryan
76,1,1,Pilot,Pam
77,1,1,Pilot,Michael
78,1,1,Pilot,Ryan
79,1,1,Pilot,Michael
80,1,1,Pilot,Ryan
81,1,1,Pilot,Michael
82,1,1,Pilot,Pam
83,1,1,Pilot,Pam
84,1,1,Pilot,Jim
85,1,1,Pilot,Dwight
86,1,1,Pilot,Jim
87,1,1,Pilot,Dwight
88,1,1,Pilot,Jim
89,1,1,Pilot,Dwight
90,1,1,Pilot,Dwight
91,1,1,Pilot,Jim
92,1,1,Pilot,Dwight
93,1,1,Pilot,Jim
94,1,1,Pilot,Dwight
95,1,1,Pilot,Dwight
96,1,1,Pilot,Pam
97,1,1,Pilot,Michael
98,1,1,Pilot,Pam
99,1,1,Pilot,Michael
100,1,1,Pilot,Pam
101,1,1,Pilot,Michael
102,1,1,Pilot,Pam
103,1,1,Pilot,Michael
104,1,1,Pilot,Michael
105,1,1,Pilot,Michael
106,1,1,Pilot,Michael
107,1,1,Pilot,Dwight
108,1,1,Pilot,Michael
109,1,1,Pilot,Dwight
110,1,1,Pilot,Michael
111,1,1,Pilot,Oscar
112,1,1,Pilot,Dwight
113,1,1,Pilot,Michael
114,1,1,Pilot,Dwight
115,1,1,Pilot,Michael
116,1,1,Pilot,Dwight
117,1,1,Pilot,Michael
118,1,1,Pilot,Ryan
119,1,1,Pilot,Oscar
120,1,1,Pilot,Michael
121,1,1,Pilot,Stanley
122,1,1,Pilot,Michael
123,1,1,Pilot,Stanley
124,1,1,Pilot,Dwight
125,1,1,Pilot,Michael
126,1,1,Pilot,Phyllis
127,1,1,Pilot,Michael
128,1,1,Pilot,Stanley
129,1,1,Pilot,Michael
130,1,1,Pilot,Pam
131,1,1,Pilot,Man
132,1,1,Pilot,Michael
133,1,1,Pilot,Dwight
134,1,1,Pilot,Stanley
135,1,1,Pilot,Michael
136,1,1,Pilot,Jim
137,1,1,Pilot,Pam
138,1,1,Pilot,Michael
139,1,1,Pilot,Ryan
140,1,1,Pilot,Michael
141,1,1,Pilot,Dwight
142,1,1,Pilot,Michael
143,1,1,Pilot,Dwight
144,1,1,Pilot,Michael
145,1,1,Pilot,Dwight
146,1,1,Pilot,Dwight
147,1,1,Pilot,Michael
148,1,1,Pilot,Dwight
149,1,1,Pilot,Dwight
150,1,1,Pilot,Dwight
151,1,1,Pilot,Michael
152,1,1,Pilot,Dwight
153,1,1,Pilot,Michael
154,1,1,Pilot,Dwight
155,1,1,Pilot,Jim
156,1,1,Pilot,Dwight
157,1,1,Pilot,Michael
158,1,1,Pilot,Dwight
159,1,1,Pilot,Michael
160,1,1,Pilot,Jim
161,1,1,Pilot,Michael
162,1,1,Pilot,Ryan
163,1,1,Pilot,Michael
164,1,1,Pilot,Dwight
165,1,1,Pilot,Michael
166,1,1,Pilot,Jim
167,1,1,Pilot,Pam
168,1,1,Pilot,Jim
169,1,1,Pilot,Pam
170,1,1,Pilot,Jim
171,1,1,Pilot,Pam
172,1,1,Pilot,Roy
173,1,1,Pilot,Jim
174,1,1,Pilot,Roy
175,1,1,Pilot,Pam
176,1,1,Pilot,Pam
177,1,1,Pilot,Pam
178,1,1,Pilot,Roy
179,1,1,Pilot,Pam
180,1,1,Pilot,Jim
181,1,1,Pilot,Roy
182,1,1,Pilot,Jim
183,1,1,Pilot,Jim
184,1,1,Pilot,Roy
185,1,1,Pilot,Jim
186,1,1,Pilot,Jim
187,1,1,Pilot,Michael
188,1,1,Pilot,Ryan
189,1,1,Pilot,Michael
190,1,1,Pilot,Ryan
191,1,1,Pilot,Michael
192,1,1,Pilot,Pam
193,1,1,Pilot,Michael
194,1,1,Pilot,Pam
195,1,1,Pilot,Michael
196,1,1,Pilot,Pam
197,1,1,Pilot,Michael
198,1,1,Pilot,Pam
199,1,1,Pilot,Michael
200,1,1,Pilot,Pam
201,1,1,Pilot,Michael
202,1,1,Pilot,Pam
203,1,1,Pilot,Michael
204,1,1,Pilot,Michael
205,1,1,Pilot,Pam
206,1,1,Pilot,Michael
207,1,1,Pilot,Michael
208,1,1,Pilot,Pam
209,1,1,Pilot,Jim
210,1,1,Pilot,Jim
211,1,1,Pilot,Pam
212,1,1,Pilot,Jim
213,1,1,Pilot,Pam
214,1,1,Pilot,Jim
215,1,1,Pilot,Pam
216,1,1,Pilot,Jim
217,1,1,Pilot,Pam
218,1,1,Pilot,Jim
219,1,1,Pilot,Pam
220,1,1,Pilot,Jim
221,1,1,Pilot,Pam
222,1,1,Pilot,Jim
223,1,1,Pilot,Pam
224,1,1,Pilot,Jim
225,1,1,Pilot,Jim
226,1,1,Pilot,Pam
227,1,1,Pilot,Jim
228,1,2,Diversity Day,Michael
229,1,2,Diversity Day,Mr. Brown
230,1,2,Diversity Day,Michael
231,1,2,Diversity Day,Michael
232,1,2,Diversity Day,Jim
233,1,2,Diversity Day,Jim
234,1,2,Diversity Day,Dwight
235,1,2,Diversity Day,Jim
236,1,2,Diversity Day,Dwight
237,1,2,Diversity Day,Jim
238,1,2,Diversity Day,Dwight
239,1,2,Diversity Day,Jim
240,1,2,Diversity Day,Jim
241,1,2,Diversity Day,Pam
242,1,2,Diversity Day,Jim
243,1,2,Diversity Day,Pam
244,1,2,Diversity Day,Jim
245,1,2,Diversity Day,Pam
246,1,2,Diversity Day,Jim
247,1,2,Diversity Day,Michael
248,1,2,Diversity Day,Oscar
249,1,2,Diversity Day,Michael
250,1,2,Diversity Day,Oscar
251,1,2,Diversity Day,Michael
252,1,2,Diversity Day,Oscar
253,1,2,Diversity Day,Michael
254,1,2,Diversity Day,Mr. Brown
255,1,2,Diversity Day,Michael
256,1,2,Diversity Day,Jim
257,1,2,Diversity Day,Michael
258,1,2,Diversity Day,Jim
259,1,2,Diversity Day,Mr. Brown
260,1,2,Diversity Day,Michael
261,1,2,Diversity Day,Mr. Brown
262,1,2,Diversity Day,Michael
263,1,2,Diversity Day,Mr. Brown
264,1,2,Diversity Day,Michael
265,1,2,Diversity Day,Mr. Brown
266,1,2,Diversity Day,Michael
267,1,2,Diversity Day,Mr. Brown
268,1,2,Diversity Day,Michael
269,1,2,Diversity Day,Mr. Brown
270,1,2,Diversity Day,Michael
271,1,2,Diversity Day,Mr. Brown
272,1,2,Diversity Day,Michael
273,1,2,Diversity Day,Mr. Brown
274,1,2,Diversity Day,Michael
275,1,2,Diversity Day,Dwight
276,1,2,Diversity Day,Mr. Brown
277,1,2,Diversity Day,Michael
278,1,2,Diversity Day,Mr. Brown
279,1,2,Diversity Day,Michael
280,1,2,Diversity Day,Mr. Brown
281,1,2,Diversity Day,Dwight
282,1,2,Diversity Day,Michael
283,1,2,Diversity Day,Dwight
284,1,2,Diversity Day,Mr. Brown
285,1,2,Diversity Day,Dwight
286,1,2,Diversity Day,Mr. Brown
287,1,2,Diversity Day,Dwight
288,1,2,Diversity Day,Michael
289,1,2,Diversity Day,Mr. Brown
290,1,2,Diversity Day,Michael
291,1,2,Diversity Day,Mr. Brown
292,1,2,Diversity Day,Michael
293,1,2,Diversity Day,Mr. Brown
294,1,2,Diversity Day,Michael
295,1,2,Diversity Day,Mr. Brown
296,1,2,Diversity Day,Michael
297,1,2,Diversity Day,Mr. Brown
298,1,2,Diversity Day,Kevin
299,1,2,Diversity Day,Mr. Brown
300,1,2,Diversity Day,Michael
301,1,2,Diversity Day,Michael
302,1,2,Diversity Day,Kevin
303,1,2,Diversity Day,Michael
304,1,2,Diversity Day,Mr. Brown
305,1,2,Diversity Day,Michael
306,1,2,Diversity Day,Mr. Brown
307,1,2,Diversity Day,Michael
308,1,2,Diversity Day,Mr. Brown
309,1,2,Diversity Day,Dwight
310,1,2,Diversity Day,Mr. Brown
311,1,2,Diversity Day,Dwight
312,1,2,Diversity Day,Mr. Brown
313,1,2,Diversity Day,Dwight
314,1,2,Diversity Day,Mr. Brown
315,1,2,Diversity Day,Dwight
316,1,2,Diversity Day,Mr. Brown
317,1,2,Diversity Day,Michael
318,1,2,Diversity Day,Mr. Brown
319,1,2,Diversity Day,Michael
320,1,2,Diversity Day,Mr. Brown
321,1,2,Diversity Day,Michael
322,1,2,Diversity Day,Mr. Brown
323,1,2,Diversity Day,Michael
324,1,2,Diversity Day,Mr. Brown
325,1,2,Diversity Day,Michael
326,1,2,Diversity Day,Mr. Brown
327,1,2,Diversity Day,Michael
328,1,2,Diversity Day,Mr. Brown
329,1,2,Diversity Day,Michael
330,1,2,Diversity Day,Mr. Brown
331,1,2,Diversity Day,Michael
332,1,2,Diversity Day,Mr. Brown
333,1,2,Diversity Day,Michael
334,1,2,Diversity Day,Michael
335,1,2,Diversity Day,Jim
336,1,2,Diversity Day,Michael
337,1,2,Diversity Day,Michael
338,1,2,Diversity Day,Toby
339,1,2,Diversity Day,Michael
340,1,2,Diversity Day,Toby
341,1,2,Diversity Day,Michael
342,1,2,Diversity Day,Michael
343,1,2,Diversity Day,Michael
344,1,2,Diversity Day,Jim
345,1,2,Diversity Day,Michael
346,1,2,Diversity Day,Kevin
347,1,2,Diversity Day,Michael
348,1,2,Diversity Day,Kelly
349,1,2,Diversity Day,Michael
350,1,2,Diversity Day,Oscar
351,1,2,Diversity Day,Michael
352,1,2,Diversity Day,Oscar
353,1,2,Diversity Day,Michael
354,1,2,Diversity Day,Oscar
355,1,2,Diversity Day,Michael
356,1,2,Diversity Day,Oscar
357,1,2,Diversity Day,Michael
358,1,2,Diversity Day,Oscar
359,1,2,Diversity Day,Michael
360,1,2,Diversity Day,Oscar
361,1,2,Diversity Day,Michael
362,1,2,Diversity Day,Oscar
363,1,2,Diversity Day,Michael
364,1,2,Diversity Day,Oscar
365,1,2,Diversity Day,Michael
366,1,2,Diversity Day,Oscar
367,1,2,Diversity Day,Michael
368,1,2,Diversity Day,Oscar
369,1,2,Diversity Day,Michael
370,1,2,Diversity Day,Jim
371,1,2,Diversity Day,Michael
372,1,2,Diversity Day,Michael
373,1,2,Diversity Day,Michael
374,1,2,Diversity Day,Pam
375,1,2,Diversity Day,Stanley
376,1,2,Diversity Day,Pam
377,1,2,Diversity Day,Michael
378,1,2,Diversity Day,Stanley
379,1,2,Diversity Day,Pam
380,1,2,Diversity Day,Michael
381,1,2,Diversity Day,Stanley
382,1,2,Diversity Day,Michael
383,1,2,Diversity Day,Dwight
384,1,2,Diversity Day,Dwight
385,1,2,Diversity Day,Pam
386,1,2,Diversity Day,Dwight
387,1,2,Diversity Day,Pam
388,1,2,Diversity Day,Dwight
389,1,2,Diversity Day,Michael
390,1,2,Diversity Day,Pam
391,1,2,Diversity Day,Dwight
392,1,2,Diversity Day,Michael
393,1,2,Diversity Day,Jim
394,1,2,Diversity Day,Ryan
395,1,2,Diversity Day,Jim
396,1,2,Diversity Day,Ryan
397,1,2,Diversity Day,Jim
398,1,2,Diversity Day,Ryan
399,1,2,Diversity Day,Jim
400,1,2,Diversity Day,Ryan
401,1,2,Diversity Day,Jim
402,1,2,Diversity Day,Kevin
403,1,2,Diversity Day,Angela
404,1,2,Diversity Day,Kevin
405,1,2,Diversity Day,Angela
406,1,2,Diversity Day,Kevin
407,1,2,Diversity Day,Angela
408,1,2,Diversity Day,Kevin
409,1,2,Diversity Day,Angela
410,1,2,Diversity Day,Michael
411,1,2,Diversity Day,Michael
412,1,2,Diversity Day,Kelly
413,1,2,Diversity Day,Michael
414,1,2,Diversity Day,Michael
415,1,2,Diversity Day,Jim
416,1,2,Diversity Day,Michael
417,1,2,Diversity Day,Kevin
418,1,2,Diversity Day,Michael
419,1,2,Diversity Day,Stanley
420,1,2,Diversity Day,Michael
421,1,2,Diversity Day,Stanley
422,1,2,Diversity Day,Michael
423,1,2,Diversity Day,Jim
424,1,2,Diversity Day,Pam
425,1,2,Diversity Day,Jim
426,1,2,Diversity Day,Pam
427,1,2,Diversity Day,Jim
428,1,2,Diversity Day,Pam
429,1,2,Diversity Day,Jim
430,1,2,Diversity Day,Jim
431,1,3,Health Care,Michael
432,1,3,Health Care,Pam
433,1,3,Health Care,Michael
434,1,3,Health Care,Pam
435,1,3,Health Care,Michael
436,1,3,Health Care,Pam
437,1,3,Health Care,Michael
438,1,3,Health Care,Pam
439,1,3,Health Care,Michael
440,1,3,Health Care,Jan
441,1,3,Health Care,Michael
442,1,3,Health Care,Jan
443,1,3,Health Care,Michael
444,1,3,Health Care,Jan
445,1,3,Health Care,Michael
446,1,3,Health Care,Jan
447,1,3,Health Care,Michael
448,1,3,Health Care,Jan
449,1,3,Health Care,Michael
450,1,3,Health Care,Jan
451,1,3,Health Care,Michael
452,1,3,Health Care,Jan
453,1,3,Health Care,Michael
454,1,3,Health Care,Jan
455,1,3,Health Care,Michael
456,1,3,Health Care,Jan
457,1,3,Health Care,Jim
458,1,3,Health Care,Pam
459,1,3,Health Care,Jim
460,1,3,Health Care,Pam
461,1,3,Health Care,Jim
462,1,3,Health Care,Pam
463,1,3,Health Care,Michael
464,1,3,Health Care,Michael
465,1,3,Health Care,Jim
466,1,3,Health Care,Michael
467,1,3,Health Care,Jim
468,1,3,Health Care,Michael
469,1,3,Health Care,Jim
470,1,3,Health Care,Jim
471,1,3,Health Care,Dwight
472,1,3,Health Care,Jim
473,1,3,Health Care,Dwight
474,1,3,Health Care,Michael
475,1,3,Health Care,Dwight
476,1,3,Health Care,Michael
477,1,3,Health Care,Dwight
478,1,3,Health Care,Michael
479,1,3,Health Care,Dwight
480,1,3,Health Care,Michael
481,1,3,Health Care,Dwight
482,1,3,Health Care,Michael
483,1,3,Health Care,Dwight
484,1,3,Health Care,Dwight
485,1,3,Health Care,Stanley
486,1,3,Health Care,Pam
487,1,3,Health Care,Michael
488,1,3,Health Care,Pam
489,1,3,Health Care,Michael
490,1,3,Health Care,Pam
491,1,3,Health Care,Michael
492,1,3,Health Care,Pam
493,1,3,Health Care,Michael
494,1,3,Health Care,Pam
495,1,3,Health Care,Michael
496,1,3,Health Care,Pam
497,1,3,Health Care,Pam
498,1,3,Health Care,Dwight
499,1,3,Health Care,Jim
500,1,3,Health Care,Dwight
501,1,3,Health Care,Jim
502,1,3,Health Care,Dwight
503,1,3,Health Care,Jim
504,1,3,Health Care,Dwight
505,1,3,Health Care,Jim
506,1,3,Health Care,Pam
507,1,3,Health Care,Dwight
508,1,3,Health Care,Pam
509,1,3,Health Care,Dwight
510,1,3,Health Care,Jim
511,1,3,Health Care,Dwight
512,1,3,Health Care,Jim
513,1,3,Health Care,Dwight
514,1,3,Health Care,Jim
515,1,3,Health Care,Dwight
516,1,3,Health Care,Pam
517,1,3,Health Care,Dwight
518,1,3,Health Care,Oscar
519,1,3,Health Care,Kevin
520,1,3,Health Care,Angela
521,1,3,Health Care,Oscar
522,1,3,Health Care,Michael
523,1,3,Health Care,Meredith
524,1,3,Health Care,Michael
525,1,3,Health Care,Pam
526,1,3,Health Care,Michael
527,1,3,Health Care,Dwight
528,1,3,Health Care,Oscar
529,1,3,Health Care,Pam
530,1,3,Health Care,Michael
531,1,3,Health Care,Dwight
532,1,3,Health Care,Michael
533,1,3,Health Care,Dwight
534,1,3,Health Care,Michael
535,1,3,Health Care,Oscar
536,1,3,Health Care,Angela
537,1,3,Health Care,Oscar
538,1,3,Health Care,Angela
539,1,3,Health Care,Kevin
540,1,3,Health Care,Angela
541,1,3,Health Care,Dwight
542,1,3,Health Care,Jim
543,1,3,Health Care,Dwight
544,1,3,Health Care,Jim
545,1,3,Health Care,Michael
546,1,3,Health Care,Pam
547,1,3,Health Care,Michael
548,1,3,Health Care,Michael
549,1,3,Health Care,Travel Agent
550,1,3,Health Care,Michael
551,1,3,Health Care,Jim
552,1,3,Health Care,Pam
553,1,3,Health Care,Jim
554,1,3,Health Care,Pam
555,1,3,Health Care,Jim
556,1,3,Health Care,Pam
557,1,3,Health Care,Jim
558,1,3,Health Care,Michael
559,1,3,Health Care,Man on Phone
560,1,3,Health Care,Michael
561,1,3,Health Care,Man on Phone
562,1,3,Health Care,Michael
563,1,3,Health Care,Man on Phone
564,1,3,Health Care,Michael
565,1,3,Health Care,Michael
566,1,3,Health Care,Dwight
567,1,3,Health Care,Dwight
568,1,3,Health Care,Jim
569,1,3,Health Care,Dwight
570,1,3,Health Care,Jim
571,1,3,Health Care,Dwight
572,1,3,Health Care,Dwight
573,1,3,Health Care,Jim
574,1,3,Health Care,Dwight
575,1,3,Health Care,Jim
576,1,3,Health Care,Dwight
577,1,3,Health Care,Jim
578,1,3,Health Care,Pam
579,1,3,Health Care,Dwight
580,1,3,Health Care,Jim
581,1,3,Health Care,Dwight
582,1,3,Health Care,Jim
583,1,3,Health Care,Dwight
584,1,3,Health Care,Jim
585,1,3,Health Care,Dwight
586,1,3,Health Care,Jim
587,1,3,Health Care,Dwight
588,1,3,Health Care,Jim
589,1,3,Health Care,Dwight
590,1,3,Health Care,Stanley
591,1,3,Health Care,Jim
592,1,3,Health Care,Dwight
593,1,3,Health Care,Jim
594,1,3,Health Care,Dwight
595,1,3,Health Care,Jim
596,1,3,Health Care,Dwight
597,1,3,Health Care,Jim
598,1,3,Health Care,Pam
599,1,3,Health Care,Jim
600,1,3,Health Care,Dwight
601,1,3,Health Care,Pam
602,1,3,Health Care,Jim
603,1,3,Health Care,Dwight
604,1,3,Health Care,Pam
605,1,3,Health Care,Jim
606,1,3,Health Care,Pam
607,1,3,Health Care,Jim
608,1,3,Health Care,Dwight
609,1,3,Health Care,Pam
610,1,3,Health Care,Dwight
611,1,3,Health Care,Jim
612,1,3,Health Care,Pam
613,1,3,Health Care,Jim
614,1,3,Health Care,Dwight
615,1,3,Health Care,Pam
616,1,3,Health Care,Jim
617,1,3,Health Care,Jan
618,1,3,Health Care,Dwight
619,1,3,Health Care,Jan
620,1,3,Health Care,Dwight
621,1,3,Health Care,Jan
622,1,3,Health Care,Dwight
623,1,3,Health Care,Jan
624,1,3,Health Care,Dwight
625,1,3,Health Care,Jan
626,1,3,Health Care,Dwight
627,1,3,Health Care,Jan
628,1,3,Health Care,Dwight
629,1,3,Health Care,Jan
630,1,3,Health Care,Dwight
631,1,3,Health Care,Jan
632,1,3,Health Care,Dwight
633,1,3,Health Care,Jan
634,1,3,Health Care,Dwight
635,1,3,Health Care,Michael
636,1,3,Health Care,Ryan
637,1,3,Health Care,Michael
638,1,3,Health Care,Stanley
639,1,3,Health Care,Michael
640,1,3,Health Care,Stanley
641,1,3,Health Care,Michael
642,1,3,Health Care,Dwight
643,1,3,Health Care,Michael
644,1,3,Health Care,Dwight
645,1,3,Health Care,Dwight
646,1,3,Health Care,Stanley
647,1,3,Health Care,Dwight
648,1,3,Health Care,Meredith
649,1,3,Health Care,Dwight
650,1,3,Health Care,Meredith
651,1,3,Health Care,Dwight
652,1,3,Health Care,Kevin
653,1,3,Health Care,Dwight
654,1,3,Health Care,Kevin
655,1,3,Health Care,Kevin
656,1,3,Health Care,Oscar
657,1,3,Health Care,Kevin
658,1,3,Health Care,Oscar
659,1,3,Health Care,Oscar
660,1,3,Health Care,Michael
661,1,3,Health Care,Oscar
662,1,3,Health Care,Pam
663,1,3,Health Care,Michael
664,1,3,Health Care,Dwight
665,1,3,Health Care,Michael
666,1,3,Health Care,Angela
667,1,3,Health Care,Michael
668,1,3,Health Care,Stanley
669,1,3,Health Care,Michael
670,1,3,Health Care,Michael
671,1,3,Health Care,Michael
672,1,3,Health Care,Michael
673,1,3,Health Care,Dwight
674,1,4,The Alliance,Dwight
675,1,4,The Alliance,Michael
676,1,4,The Alliance,Dwight
677,1,4,The Alliance,Michael
678,1,4,The Alliance,Dwight
679,1,4,The Alliance,Michael
680,1,4,The Alliance,Dwight
681,1,4,The Alliance,Michael
682,1,4,The Alliance,Michael
683,1,4,The Alliance,Dwight
684,1,4,The Alliance,Michael
685,1,4,The Alliance,Michael
686,1,4,The Alliance,Dwight
687,1,4,The Alliance,Stanley
688,1,4,The Alliance,Dwight
689,1,4,The Alliance,Michael
690,1,4,The Alliance,Michael
691,1,4,The Alliance,Pam
692,1,4,The Alliance,Michael
693,1,4,The Alliance,Pam
694,1,4,The Alliance,Michael
695,1,4,The Alliance,Pam
696,1,4,The Alliance,Michael
697,1,4,The Alliance,Pam
698,1,4,The Alliance,Michael
699,1,4,The Alliance,Pam
700,1,4,The Alliance,Michael
701,1,4,The Alliance,Michael
702,1,4,The Alliance,Phyllis
703,1,4,The Alliance,Angela
704,1,4,The Alliance,Phyllis
705,1,4,The Alliance,Angela
706,1,4,The Alliance,Phyllis
707,1,4,The Alliance,Angela
708,1,4,The Alliance,Phyllis
709,1,4,The Alliance,Pam
710,1,4,The Alliance,Angela
711,1,4,The Alliance,Pam
712,1,4,The Alliance,Michael
713,1,4,The Alliance,Michael
714,1,4,The Alliance,Angela
715,1,4,The Alliance,Michael
716,1,4,The Alliance,Pam
717,1,4,The Alliance,Michael
718,1,4,The Alliance,Dwight
719,1,4,The Alliance,Dwight
720,1,4,The Alliance,Jim
721,1,4,The Alliance,Dwight
722,1,4,The Alliance,Jim
723,1,4,The Alliance,Dwight
724,1,4,The Alliance,Jim
725,1,4,The Alliance,Dwight
726,1,4,The Alliance,Jim
727,1,4,The Alliance,Dwight
728,1,4,The Alliance,Pam
729,1,4,The Alliance,Jim
730,1,4,The Alliance,Pam
731,1,4,The Alliance,Jim
732,1,4,The Alliance,Jim
733,1,4,The Alliance,Dwight
734,1,4,The Alliance,Dwight
735,1,4,The Alliance,Jim
736,1,4,The Alliance,Dwight
737,1,4,The Alliance,Jim
738,1,4,The Alliance,Dwight
739,1,4,The Alliance,Jim
740,1,4,The Alliance,Dwight
741,1,4,The Alliance,Jim
742,1,4,The Alliance,Dwight
743,1,4,The Alliance,Jim
744,1,4,The Alliance,Michael
745,1,4,The Alliance,Dwight
746,1,4,The Alliance,Jim
747,1,4,The Alliance,Dwight
748,1,4,The Alliance,Jim
749,1,4,The Alliance,Jim
750,1,4,The Alliance,Dwight
751,1,4,The Alliance,Jim
752,1,4,The Alliance,Dwight
753,1,4,The Alliance,Jim
754,1,4,The Alliance,Kevin
755,1,4,The Alliance,Jim
756,1,4,The Alliance,Kevin
757,1,4,The Alliance,Jim
758,1,4,The Alliance,Dwight
759,1,4,The Alliance,Jim
760,1,4,The Alliance,Dwight
761,1,4,The Alliance,Toby
762,1,4,The Alliance,Jim
763,1,4,The Alliance,Kevin
764,1,4,The Alliance,Jim
765,1,4,The Alliance,Dwight
766,1,4,The Alliance,Jim
767,1,4,The Alliance,Dwight
768,1,4,The Alliance,Jim
769,1,4,The Alliance,Michael
770,1,4,The Alliance,Michael
771,1,4,The Alliance,Oscar
772,1,4,The Alliance,Michael
773,1,4,The Alliance,Oscar
774,1,4,The Alliance,Michael
775,1,4,The Alliance,Oscar
776,1,4,The Alliance,Michael
777,1,4,The Alliance,Oscar
778,1,4,The Alliance,Michael
779,1,4,The Alliance,Oscar
780,1,4,The Alliance,Michael
781,1,4,The Alliance,Pam
782,1,4,The Alliance,Jim
783,1,4,The Alliance,Pam
784,1,4,The Alliance,Jim
785,1,4,The Alliance,Pam
786,1,4,The Alliance,Jim
787,1,4,The Alliance,Pam
788,1,4,The Alliance,Dwight
789,1,4,The Alliance,Jim
790,1,4,The Alliance,Michael
791,1,4,The Alliance,Dwight
792,1,4,The Alliance,Michael
793,1,4,The Alliance,Dwight
794,1,4,The Alliance,Michael
795,1,4,The Alliance,Dwight
796,1,4,The Alliance,Michael
797,1,4,The Alliance,Dwight
798,1,4,The Alliance,Michael
799,1,4,The Alliance,Dwight
800,1,4,The Alliance,Michael
801,1,4,The Alliance,Dwight
802,1,4,The Alliance,Michael
803,1,4,The Alliance,Jim
804,1,4,The Alliance,Dwight
805,1,4,The Alliance,Jim
806,1,4,The Alliance,Dwight
807,1,4,The Alliance,Jim
808,1,4,The Alliance,Dwight
809,1,4,The Alliance,Jim
810,1,4,The Alliance,Dwight
811,1,4,The Alliance,Dwight
812,1,4,The Alliance,Jim
813,1,4,The Alliance,Ryan
814,1,4,The Alliance,Michael
815,1,4,The Alliance,Jim
816,1,4,The Alliance,Dwight
817,1,4,The Alliance,Jim
818,1,4,The Alliance,Dwight
819,1,4,The Alliance,Jim
820,1,4,The Alliance,Everyone
821,1,4,The Alliance,Meredith
822,1,4,The Alliance,Angela
823,1,4,The Alliance,Michael
824,1,4,The Alliance,Everyone
825,1,4,The Alliance,Michael
826,1,4,The Alliance,Everyone
827,1,4,The Alliance,Jim
828,1,4,The Alliance,Dwight
829,1,4,The Alliance,Jim
830,1,4,The Alliance,Dwight
831,1,4,The Alliance,Everyone
832,1,4,The Alliance,Michael
833,1,4,The Alliance,Stanley
834,1,4,The Alliance,Michael
835,1,4,The Alliance,Meredith
836,1,4,The Alliance,Michael
837,1,4,The Alliance,Meredith
838,1,4,The Alliance,Michael
839,1,4,The Alliance,Meredith
840,1,4,The Alliance,Michael
841,1,4,The Alliance,Meredith
842,1,4,The Alliance,Michael
843,1,4,The Alliance,Pam
844,1,4,The Alliance,Jim
845,1,4,The Alliance,Pam
846,1,4,The Alliance,Dwight
847,1,4,The Alliance,Michael
848,1,4,The Alliance,Jim
849,1,4,The Alliance,Michael
850,1,4,The Alliance,Jim
851,1,4,The Alliance,Michael
852,1,4,The Alliance,Michael
853,1,4,The Alliance,Oscar
854,1,4,The Alliance,Michael
855,1,4,The Alliance,Oscar
856,1,4,The Alliance,Michael
857,1,4,The Alliance,Oscar
858,1,4,The Alliance,Michael
859,1,4,The Alliance,Oscar
860,1,4,The Alliance,Michael
861,1,4,The Alliance,Oscar
862,1,4,The Alliance,Michael
863,1,4,The Alliance,Pam
